dog_id,date,breed,sex,age_months,age_years,height_cm,length_cm,weight_kg,avg_daily_play_min,avg_daily_walk_min,activity_minutes,activity_score_percent,sleep_hours,rer,mer_multiplier,calories_per_day,activity_cluster,activity_label
DOG0855,2024-12-28,Pomeranian,M,7,0.58,30.2,27.3,3.74,81.4,0.0,81.4,5.65,12.3,188.3,2.007589323979602,352.3,0,Normal
DOG0856,2025-08-11,Shih Tzu,M,26,2.17,23.3,22.4,4.93,40.0,16.9,56.9,3.95,10.1,231.6,1.25,277.8,0,Normal
DOG0857,2025-02-06,Golden Retriever,F,2,0.17,51.2,55.7,16.06,103.9,56.3,160.2,11.12,10.6,561.6,2.1153902290099236,1221.1,0,Normal
DOG0858,2025-03-18,Labrador Retriever,M,26,2.17,57.9,64.9,30.74,0.0,28.2,28.2,1.96,12.2,913.9,1.2,1122.8,1,Low activity
DOG0859,2025-01-14,Chihuahua,M,2,0.17,16.2,21.6,2.06,40.0,16.8,56.8,3.94,10.9,120.4,2.3454463858055137,286.8,0,Normal
DOG0860,2025-09-22,Dachshund,F,114,9.5,15.1,19.7,9.02,13.8,21.3,35.1,2.44,13.9,364.3,1.3,431.5,1,Low activity
DOG0861,2025-05-19,Poodle (Standard),F,22,1.83,47.7,44.3,22.58,9.6,33.1,42.7,2.97,11.8,725.1,1.2,807.6,1,Low activity
DOG0862,2025-09-18,Mixed,M,16,1.33,44.5,43.5,17.44,21.6,23.0,44.6,3.1,11.7,597.4,1.25,724.9,1,Low activity
DOG0863,2025-02-03,Labrador Retriever,F,73,6.08,56.0,75.3,29.81,35.2,14.3,49.5,3.44,8.8,893.0,1.18,1062.5,0,Normal
DOG0864,2025-09-04,Siberian Husky,M,24,2.0,57.2,55.5,22.49,53.9,4.0,57.9,4.02,11.3,722.9,1.24,782.5,0,Normal
DOG0865,2025-10-22,Beagle,M,143,11.92,36.0,33.6,9.66,0.0,49.8,49.8,3.46,11.5,383.6,1.24,505.9,2,Hyperactive
DOG0866,2025-01-15,French Bulldog,F,79,6.58,28.9,32.6,10.23,35.0,23.3,58.3,4.05,12.5,400.4,1.22,467.7,1,Low activity
DOG0867,2025-06-23,German Shepherd,M,29,2.42,56.9,74.8,29.77,0.0,20.3,20.3,1.41,14.4,892.1,1.11,933.2,1,Low activity
DOG0868,2025-09-12,Bulldog,F,61,5.08,37.6,42.9,21.51,44.5,45.1,89.6,6.22,13.6,699.2,1.22,819.1,1,Low activity
DOG0869,2025-10-09,Mixed,F,29,2.42,49.2,60.7,16.69,57.1,16.7,73.8,5.12,12.2,578.0,1.26,665.4,0,Normal
DOG0870,2025-04-04,Shih Tzu,F,49,4.08,22.3,25.7,5.06,61.5,29.8,91.3,6.34,10.0,236.2,1.26,318.4,0,Normal
DOG0871,2025-11-01,Mixed,F,13,1.08,49.2,44.8,16.28,37.8,26.9,64.7,4.49,11.4,567.3,1.27,790.0,1,Low activity
DOG0872,2025-08-18,Golden Retriever,F,22,1.83,54.9,51.5,29.68,50.7,17.5,68.2,4.74,11.4,890.1,1.23,1087.1,0,Normal
DOG0873,2025-05-25,German Shepherd,F,2,0.17,57.7,67.7,18.66,12.6,41.4,54.0,3.75,10.7,628.5,2.246187357461253,1350.4,2,Hyperactive
DOG0874,2025-07-07,Poodle (Standard),F,85,7.08,62.8,73.3,25.27,30.6,51.7,82.3,5.72,10.1,789.0,1.25,917.8,2,Hyperactive
DOG0875,2025-06-15,French Bulldog,F,37,3.08,33.1,35.7,12.37,11.3,57.0,68.3,4.74,11.5,461.7,1.28,548.1,2,Hyperactive
DOG0876,2025-06-10,Labrador Retriever,M,40,3.33,61.2,81.8,32.3,36.0,63.7,99.7,6.92,9.3,948.4,1.29,1212.7,2,Hyperactive
DOG0877,2025-05-20,German Shepherd,M,71,5.92,60.8,81.7,33.66,62.0,51.1,113.1,7.85,12.2,978.2,1.28,1176.0,0,Normal
DOG0878,2025-04-21,Golden Retriever,M,167,13.92,54.1,69.3,26.83,30.4,15.5,45.9,3.19,12.2,825.2,1.3,1035.8,1,Low activity
DOG0879,2025-10-01,Rottweiler,M,57,4.75,64.1,75.2,49.02,30.6,35.9,66.5,4.62,12.0,1296.8,1.29,1702.2,1,Low activity
DOG0880,2025-03-07,Shih Tzu,M,53,4.42,21.2,28.4,5.78,0.0,28.5,28.5,1.98,11.9,260.9,1.28,343.1,1,Low activity
DOG0881,2025-03-19,Labrador Retriever,M,75,6.25,63.8,57.7,34.16,38.8,27.8,66.6,4.62,12.9,989.1,1.27,1425.3,1,Low activity
DOG0882,2025-05-14,Labrador Retriever,F,22,1.83,58.8,57.0,27.74,48.2,33.7,81.9,5.69,11.0,846.1,1.2,1037.6,0,Normal
DOG0883,2025-11-08,Poodle (Standard),M,41,3.42,49.8,49.3,24.18,42.6,55.0,97.6,6.78,9.9,763.3,1.26,1090.4,2,Hyperactive
DOG0884,2025-02-14,Golden Retriever,F,21,1.75,52.4,62.7,23.14,55.0,52.8,107.8,7.49,10.6,738.5,1.31,978.0,2,Hyperactive
DOG0885,2025-05-30,Labrador Retriever,M,31,2.58,57.3,77.5,31.88,56.8,97.1,153.9,10.69,10.7,939.2,1.26,1091.2,2,Hyperactive
DOG0886,2024-12-26,Siberian Husky,M,70,5.83,54.1,55.9,20.53,25.8,82.8,108.6,7.54,10.3,675.1,1.28,829.2,2,Hyperactive
DOG0887,2025-02-18,Dachshund,M,48,4.0,16.9,18.9,10.12,38.0,18.4,56.4,3.92,13.5,397.2,1.22,514.8,1,Low activity
DOG0888,2025-04-07,Chihuahua,M,4,0.33,20.8,21.9,1.7,39.3,0.0,39.3,2.73,11.7,104.2,2.117676512645299,225.0,1,Low activity
DOG0889,2025-05-28,Golden Retriever,M,6,0.5,57.6,72.5,20.98,84.3,53.9,138.2,9.6,12.0,686.2,1.8112458878854591,1199.8,0,Normal
DOG0890,2025-02-17,Poodle (Standard),M,7,0.58,53.6,59.0,22.79,66.1,96.0,162.1,11.26,12.7,730.1,2.1164212195252903,1532.1,2,Hyperactive
DOG0891,2025-06-12,Shih Tzu,F,18,1.5,27.5,31.1,4.67,78.9,59.7,138.6,9.63,10.4,222.4,1.29,295.5,0,Normal
DOG0892,2025-09-25,German Shepherd,F,10,0.83,60.3,77.1,28.13,81.3,36.0,117.3,8.15,11.7,855.0,2.0013709850563752,1790.4,0,Normal
DOG0893,2025-11-16,Dachshund,F,99,8.25,16.6,18.3,10.24,25.2,40.4,65.6,4.56,12.1,400.7,1.3,507.7,1,Low activity
DOG0894,2025-09-22,Beagle,F,16,1.33,35.1,41.1,9.37,19.4,0.0,19.4,1.35,11.9,374.9,1.15,479.8,1,Low activity
DOG0895,2025-10-09,Dachshund,M,55,4.58,22.4,24.6,11.49,32.7,8.6,41.3,2.87,10.9,436.9,1.23,560.9,1,Low activity
DOG0896,2025-04-29,Beagle,M,28,2.33,34.7,40.6,9.13,1.3,36.5,37.8,2.62,11.5,367.7,1.16,410.0,1,Low activity
DOG0897,2025-10-19,Golden Retriever,F,37,3.08,52.7,48.9,27.5,46.6,73.2,119.8,8.32,10.7,840.6,1.18,1006.4,2,Hyperactive
DOG0898,2025-06-28,Labrador Retriever,M,5,0.42,61.1,55.7,23.4,126.0,26.0,152.0,10.56,9.7,744.7,2.9791764972000583,2130.7,0,Normal
DOG0899,2025-05-25,French Bulldog,M,78,6.5,28.4,27.5,10.3,17.5,54.7,72.2,5.01,12.6,402.5,1.21,486.5,1,Low activity
DOG0900,2025-03-27,French Bulldog,M,93,7.75,30.1,41.0,11.83,56.2,48.1,104.3,7.24,8.7,446.5,1.27,573.1,0,Normal
DOG0901,2025-07-21,Pomeranian,M,58,4.83,23.5,29.2,2.19,33.5,28.6,62.1,4.31,11.6,126.0,1.19,159.9,1,Low activity
DOG0902,2025-10-27,Poodle (Standard),M,4,0.33,45.3,43.1,17.01,37.9,10.0,47.9,3.33,13.0,586.3,2.626364344476658,1511.9,1,Low activity
DOG0903,2025-10-09,Boxer,F,29,2.42,60.5,84.1,26.47,73.3,24.9,98.2,6.82,11.1,816.9,1.26,1194.3,0,Normal
DOG0904,2025-08-14,Labrador Retriever,M,115,9.58,62.3,56.4,37.03,16.0,28.4,44.4,3.08,11.6,1050.8,1.27,1398.2,1,Low activity
DOG0905,2025-11-14,French Bulldog,M,63,5.25,31.4,39.9,12.27,51.5,28.7,80.2,5.57,11.6,458.9,1.23,586.6,0,Normal
DOG0906,2025-09-25,Siberian Husky,M,34,2.83,57.3,72.3,23.61,41.1,27.7,68.8,4.78,13.8,749.8,1.25,856.5,1,Low activity
DOG0907,2025-08-29,French Bulldog,F,18,1.5,28.2,30.5,9.77,37.5,58.0,95.5,6.63,10.7,386.8,1.14,422.8,2,Hyperactive
DOG0908,2025-05-07,Beagle,F,2,0.17,37.5,43.7,6.66,39.7,30.5,70.2,4.88,12.3,290.2,2.392248181326889,689.2,1,Low activity
DOG0909,2025-03-15,Golden Retriever,F,12,1.0,60.0,70.0,28.18,68.4,51.1,119.5,8.3,12.0,856.2,1.32,1224.3,0,Normal
DOG0910,2025-10-03,Boxer,M,6,0.5,59.4,67.4,22.73,82.2,37.1,119.3,8.28,10.9,728.7,1.7119130978601262,1134.3,0,Normal
DOG0911,2025-04-21,Siberian Husky,M,7,0.58,61.1,57.2,21.36,65.4,47.8,113.2,7.86,11.0,695.5,1.6297676419971592,1081.1,0,Normal
DOG0912,2025-10-30,Golden Retriever,F,18,1.5,52.0,48.8,26.8,37.1,27.3,64.4,4.47,10.2,824.5,1.23,1053.4,0,Normal
DOG0913,2025-08-16,Golden Retriever,M,122,10.17,54.0,70.2,24.96,24.1,44.8,68.9,4.78,13.7,781.7,1.32,1059.4,1,Low activity
DOG0914,2025-10-20,Beagle,F,13,1.08,35.2,46.5,8.23,47.6,0.0,47.6,3.31,12.7,340.1,1.24,389.2,1,Low activity
DOG0915,2025-03-09,Bulldog,M,71,5.92,30.9,37.6,18.55,1.6,69.0,70.6,4.9,8.6,625.7,1.33,902.4,2,Hyperactive
DOG0916,2025-06-03,German Shepherd,M,2,0.17,56.1,70.9,19.83,27.2,0.0,27.2,1.89,11.7,657.8,2.3786906633330025,1512.4,1,Low activity
DOG0917,2025-09-04,Shih Tzu,M,5,0.42,25.5,27.9,4.3,82.3,5.0,87.3,6.06,12.1,209.0,2.0033729435505556,411.8,0,Normal
DOG0918,2025-02-25,Rottweiler,M,153,12.75,59.9,62.6,41.08,52.4,28.6,81.0,5.62,9.8,1135.8,1.29,1625.0,0,Normal
DOG0919,2025-05-13,Dachshund,F,24,2.0,16.7,16.0,10.13,25.6,3.7,29.3,2.03,11.6,397.5,1.28,578.8,1,Low activity
DOG0920,2025-03-12,Golden Retriever,M,56,4.67,56.1,68.8,30.47,69.1,44.2,113.3,7.87,12.4,907.8,1.27,1219.3,0,Normal
DOG0921,2024-12-31,French Bulldog,M,51,4.25,31.1,42.3,11.68,0.0,13.4,13.4,0.93,13.3,442.3,1.11,440.4,1,Low activity
DOG0922,2025-07-23,Poodle (Standard),F,40,3.33,55.8,62.1,25.56,28.2,57.1,85.3,5.92,11.6,795.7,1.25,956.2,2,Hyperactive
DOG0923,2025-08-21,Labrador Retriever,M,12,1.0,62.5,58.3,34.57,45.9,46.6,92.5,6.42,11.6,998.0,1.21,1187.7,2,Hyperactive
DOG0924,2024-12-25,Boxer,F,15,1.25,54.6,74.9,23.18,18.9,79.4,98.3,6.83,13.0,739.5,1.22,965.5,2,Hyperactive
DOG0925,2025-09-25,Beagle,F,57,4.75,36.0,36.0,9.21,30.0,15.4,45.4,3.15,10.4,370.1,1.25,413.3,0,Normal
DOG0926,2025-04-06,Dachshund,M,42,3.5,22.2,26.4,11.67,29.9,58.5,88.4,6.14,12.4,442.0,1.3,601.4,2,Hyperactive
DOG0927,2025-01-09,German Shepherd,M,72,6.0,62.5,74.2,33.12,35.2,0.9,36.1,2.51,11.5,966.4,1.17,1212.4,1,Low activity
DOG0928,2025-05-16,Golden Retriever,F,80,6.67,56.9,72.6,25.31,72.5,0.0,72.5,5.03,11.7,789.9,1.15,888.7,0,Normal
DOG0929,2025-01-14,German Shepherd,F,9,0.75,63.0,83.5,27.5,50.3,40.4,90.7,6.3,11.5,840.6,1.753919570566587,1421.9,0,Normal
DOG0930,2024-12-02,Poodle (Standard),M,2,0.17,60.6,81.0,16.21,39.3,67.6,106.9,7.42,10.2,565.5,2.3533983534076546,1370.0,2,Hyperactive
DOG0931,2025-05-22,Beagle,M,49,4.08,34.9,43.4,9.86,9.0,16.1,25.1,1.74,12.5,389.5,1.3,477.5,1,Low activity
DOG0932,2025-01-09,Labrador Retriever,M,14,1.17,55.2,55.1,27.13,26.5,65.3,91.8,6.38,9.4,832.1,1.22,1098.4,2,Hyperactive
DOG0933,2025-11-10,Siberian Husky,M,12,1.0,54.6,64.2,20.61,18.0,19.4,37.4,2.6,9.3,677.1,1.27,907.1,0,Normal
DOG0934,2025-03-13,Beagle,M,11,0.92,34.2,34.3,8.8,51.0,19.0,70.0,4.86,13.2,357.7,1.7588376975993754,619.8,1,Low activity
DOG0935,2025-09-01,French Bulldog,F,77,6.42,28.0,35.0,10.1,39.9,38.3,78.2,5.43,11.9,396.6,1.19,484.2,1,Low activity
DOG0936,2025-07-18,Mixed,M,49,4.08,43.6,52.5,18.9,35.4,42.5,77.9,5.41,11.2,634.5,1.29,862.3,2,Hyperactive
DOG0937,2025-09-26,Mixed,F,9,0.75,44.7,44.6,15.7,64.4,87.1,151.5,10.52,10.3,552.1,1.847390546849875,939.9,2,Hyperactive
DOG0938,2025-01-26,Shih Tzu,F,2,0.17,26.4,31.3,3.09,94.9,2.1,97.0,6.74,11.1,163.1,2.8712539058201942,459.1,0,Normal
DOG0939,2025-09-22,Poodle (Standard),M,59,4.92,53.5,72.1,26.39,36.7,75.9,112.6,7.82,11.3,815.0,1.34,1179.8,2,Hyperactive
DOG0940,2025-05-03,Boxer,M,6,0.5,64.1,69.3,24.77,112.2,10.2,122.4,8.5,11.2,777.2,1.7540464524607349,1264.8,0,Normal
DOG0941,2025-10-04,Rottweiler,F,75,6.25,69.4,68.6,50.08,11.6,56.8,68.4,4.75,12.0,1317.8,1.29,1721.2,2,Hyperactive
DOG0942,2025-10-28,Siberian Husky,F,61,5.08,55.2,69.0,21.55,0.0,24.0,24.0,1.67,13.5,700.1,1.31,927.2,1,Low activity
DOG0943,2025-08-31,Dachshund,M,68,5.67,20.2,25.5,12.18,58.6,0.0,58.6,4.07,8.8,456.4,1.27,572.9,0,Normal
DOG0944,2025-01-31,Beagle,F,59,4.92,33.0,41.3,8.87,78.0,32.0,110.0,7.64,11.6,359.8,1.21,407.1,0,Normal
DOG0945,2025-04-26,Pomeranian,F,104,8.67,19.3,21.7,2.23,21.6,33.2,54.8,3.81,11.2,127.7,1.18,164.6,1,Low activity
DOG0946,2024-12-15,Mixed,M,7,0.58,51.5,56.5,16.26,39.1,68.0,107.1,7.44,9.5,566.8,1.6968375506468758,1014.0,2,Hyperactive
DOG0947,2025-05-30,Pomeranian,F,23,1.92,31.6,29.2,2.5,50.5,6.0,56.5,3.92,14.1,139.2,1.15,161.8,1,Low activity
DOG0948,2025-07-24,Labrador Retriever,F,77,6.42,59.5,61.5,29.9,15.5,63.1,78.6,5.46,11.7,895.1,1.19,1074.6,2,Hyperactive
DOG0949,2025-01-11,Shih Tzu,M,4,0.33,24.8,25.6,3.46,23.3,59.9,83.2,5.78,11.8,177.6,2.109881969735201,370.6,2,Hyperactive
DOG0950,2025-10-19,Siberian Husky,M,25,2.08,61.1,72.6,26.8,19.7,45.7,65.4,4.54,11.2,824.5,1.16,962.9,2,Hyperactive
DOG0951,2025-11-11,Golden Retriever,F,29,2.42,52.7,72.0,29.7,56.1,26.0,82.1,5.7,10.6,890.6,1.13,1120.8,0,Normal
DOG0952,2025-09-01,Dachshund,F,2,0.17,16.0,16.3,6.28,40.9,43.5,84.4,5.86,11.5,277.7,2.187108422917253,623.5,2,Hyperactive
DOG0953,2025-04-18,French Bulldog,F,2,0.17,31.9,37.8,7.73,47.3,26.3,73.6,5.11,12.6,324.5,2.5517092841490734,829.7,1,Low activity
DOG0954,2025-10-14,Beagle,F,59,4.92,37.3,52.1,9.13,25.2,42.9,68.1,4.73,10.9,367.7,1.27,433.7,2,Hyperactive
DOG0955,2025-08-24,Dachshund,F,13,1.08,19.6,21.4,10.83,39.1,46.6,85.7,5.95,11.0,417.9,1.25,456.1,2,Hyperactive
DOG0956,2025-09-19,Poodle (Standard),M,47,3.92,50.5,68.4,26.2,30.1,48.9,79.0,5.49,11.9,810.6,1.19,977.5,2,Hyperactive
DOG0957,2025-09-22,Beagle,M,28,2.33,36.2,32.6,10.64,34.7,31.6,66.3,4.6,11.9,412.4,1.24,501.1,1,Low activity
DOG0958,2025-10-11,Labrador Retriever,F,2,0.17,62.4,58.0,20.57,15.8,37.5,53.3,3.7,12.3,676.1,2.374653091653261,1582.2,1,Low activity
DOG0959,2025-05-26,Mixed,M,74,6.17,35.6,48.9,15.9,9.9,40.5,50.4,3.5,10.4,557.4,1.22,631.2,2,Hyperactive
DOG0960,2025-03-27,Shih Tzu,M,2,0.17,25.3,27.1,4.12,8.6,0.0,8.6,0.6,10.5,202.4,2.973940766666782,623.8,1,Low activity
DOG0961,2025-11-25,Pomeranian,F,81,6.75,21.1,21.1,2.92,42.7,22.6,65.3,4.53,12.3,156.4,1.14,194.8,1,Low activity
DOG0962,2025-06-09,Mixed,F,18,1.5,47.4,52.4,18.5,49.3,60.6,109.9,7.63,10.9,624.4,1.32,868.9,2,Hyperactive
DOG0963,2025-07-19,Boxer,F,8,0.67,60.1,56.2,26.33,51.9,31.1,83.0,5.76,10.4,813.6,1.698413046777258,1450.5,0,Normal
DOG0964,2025-01-26,Siberian Husky,M,45,3.75,50.8,69.1,18.57,57.4,44.6,102.0,7.08,9.8,626.2,1.3,941.8,0,Normal
DOG0965,2025-11-16,Golden Retriever,M,30,2.5,55.7,55.1,29.41,27.1,31.4,58.5,4.06,13.0,884.0,1.21,1064.2,1,Low activity
DOG0966,2025-03-21,French Bulldog,F,5,0.42,30.0,30.2,7.84,30.6,40.1,70.7,4.91,11.5,328.0,2.6504833499946874,843.3,1,Low activity
DOG0967,2025-02-25,Shih Tzu,M,45,3.75,25.3,28.2,5.52,0.0,31.8,31.8,2.21,11.4,252.1,1.21,325.5,1,Low activity
DOG0968,2025-03-05,Bulldog,M,35,2.92,31.8,35.7,19.96,3.3,48.1,51.4,3.57,14.8,661.0,1.29,913.8,1,Low activity
DOG0969,2025-02-02,French Bulldog,F,36,3.0,30.4,36.7,11.67,46.0,56.3,102.3,7.1,11.2,442.0,1.26,532.9,2,Hyperactive
DOG0970,2025-07-10,Poodle (Standard),M,5,0.42,57.2,53.6,21.24,15.0,24.3,39.3,2.73,11.1,692.6,2.154811240596826,1460.9,1,Low activity
DOG0971,2025-09-02,Boxer,F,2,0.17,58.7,72.4,20.69,57.9,28.4,86.3,5.99,9.7,679.1,2.805270597207251,1823.0,0,Normal
DOG0972,2025-02-19,Dachshund,F,33,2.75,16.7,15.4,10.31,13.3,6.2,19.5,1.35,10.4,402.8,1.24,495.4,1,Low activity
DOG0973,2025-10-17,Beagle,F,9,0.75,32.0,38.0,6.92,31.9,38.9,70.8,4.92,12.1,298.7,2.0888612088082152,644.7,1,Low activity
DOG0974,2025-11-22,Siberian Husky,M,37,3.08,58.3,61.0,21.65,31.0,37.7,68.7,4.77,12.1,702.6,1.22,877.7,1,Low activity
DOG0975,2025-10-23,Beagle,F,37,3.08,35.3,40.6,10.02,12.1,34.8,46.9,3.26,15.0,394.2,1.25,453.8,1,Low activity
DOG0976,2025-06-08,Siberian Husky,F,45,3.75,54.5,65.1,21.48,82.8,13.3,96.1,6.67,11.1,698.4,1.29,891.8,0,Normal
DOG0977,2025-06-27,Mixed,F,3,0.25,38.2,48.3,11.18,70.5,16.9,87.4,6.07,10.4,428.0,2.195483406363503,898.9,0,Normal
DOG0978,2025-04-30,Bulldog,F,2,0.17,40.5,38.0,14.43,62.0,34.0,96.0,6.67,12.2,518.3,2.9556554252415337,1531.2,0,Normal
DOG0979,2025-09-03,Bulldog,M,18,1.5,36.8,37.4,22.95,42.4,42.2,84.6,5.88,13.0,734.0,1.24,771.1,1,Low activity
DOG0980,2025-03-31,Labrador Retriever,M,36,3.0,61.2,83.1,39.51,39.5,78.9,118.4,8.22,11.1,1103.1,1.27,1268.2,2,Hyperactive
DOG0981,2025-09-01,Labrador Retriever,F,75,6.25,59.4,75.6,27.87,14.4,38.5,52.9,3.67,13.6,849.1,1.22,986.3,1,Low activity
DOG0982,2025-08-12,Chihuahua,M,26,2.17,17.9,22.9,2.81,37.6,38.9,76.5,5.31,13.4,151.9,1.32,185.7,1,Low activity
DOG0983,2025-09-13,French Bulldog,F,18,1.5,29.0,31.4,10.4,25.7,25.2,50.9,3.53,11.6,405.4,1.29,506.4,1,Low activity
DOG0984,2025-03-12,Labrador Retriever,F,11,0.92,57.4,53.9,27.71,0.0,40.3,40.3,2.8,14.3,845.4,1.922144804748541,1593.0,1,Low activity
DOG0985,2025-07-23,Boxer,M,41,3.42,61.7,83.5,33.6,3.9,17.7,21.6,1.5,12.5,976.9,1.14,1124.1,1,Low activity
DOG0986,2025-09-18,Mixed,M,2,0.17,28.4,38.3,10.91,62.4,14.1,76.5,5.31,12.7,420.2,2.024714379388483,821.7,0,Normal
DOG0987,2025-04-23,Labrador Retriever,M,3,0.25,61.6,64.4,22.74,111.6,42.1,153.7,10.67,9.6,728.9,2.101335484132597,1608.5,0,Normal
DOG0988,2025-08-21,Beagle,M,20,1.67,37.3,39.1,10.67,28.6,58.0,86.6,6.01,14.1,413.3,1.27,520.2,1,Low activity
DOG0989,2025-10-26,Golden Retriever,M,60,5.0,56.9,68.0,26.76,62.0,36.3,98.3,6.83,10.3,823.6,1.28,1211.3,0,Normal
DOG0990,2024-12-14,Shih Tzu,F,39,3.25,20.9,27.8,4.83,14.3,0.0,14.3,0.99,11.2,228.1,1.2,276.1,1,Low activity
DOG0991,2025-02-17,Labrador Retriever,M,2,0.17,56.1,75.4,17.01,90.8,33.9,124.7,8.66,12.1,586.3,2.897499877401204,1791.4,0,Normal
DOG0992,2025-03-24,Golden Retriever,M,57,4.75,57.4,60.7,30.93,5.9,23.3,29.2,2.03,13.0,918.1,1.2,936.3,1,Low activity
DOG0993,2025-08-15,Shih Tzu,F,2,0.17,22.9,31.8,3.28,18.0,16.1,34.1,2.37,12.0,170.6,2.766176399469911,482.5,1,Low activity
DOG0994,2025-09-07,Pomeranian,M,13,1.08,26.9,32.1,2.21,21.9,17.7,39.6,2.75,11.6,126.9,1.29,150.3,1,Low activity
DOG0995,2025-06-28,Chihuahua,M,110,9.17,21.1,22.1,2.55,43.9,2.4,46.3,3.22,10.7,141.3,1.24,153.1,0,Normal
DOG0996,2025-03-11,Beagle,M,29,2.42,35.3,31.9,10.49,28.9,67.9,96.8,6.72,12.3,408.0,1.22,469.2,2,Hyperactive
DOG0997,2025-05-29,Poodle (Standard),F,39,3.25,50.9,64.8,23.99,56.7,46.4,103.1,7.16,9.9,758.8,1.27,909.5,0,Normal
DOG0998,2025-05-14,Chihuahua,F,14,1.17,18.0,23.8,1.79,50.9,29.8,80.7,5.6,15.2,108.3,1.31,148.0,1,Low activity
DOG0999,2025-05-20,Dachshund,M,3,0.25,15.1,15.7,6.41,59.4,0.0,59.4,4.12,11.0,282.0,2.566601346950191,712.3,0,Normal
DOG1000,2025-02-06,Mixed,M,60,5.0,41.9,49.2,17.83,65.7,70.7,136.4,9.47,8.7,607.4,1.25,739.2,2,Hyperactive
